category,paperid,date,num_authors,title
ecology,195867,2017/09/29,3,Complexity of the Relationship between Life Expectancy and Overlap of Lifespans
ecology,195412,2017/09/28,3,Interconnections accelerate collapse in a socio-ecological metapopulation
ecology,195396,2017/09/28,4,Global Land Use Implications of Dietary Trends: A Tragedy of the Commons
ecology,186577,2017/09/28,3,Extinction models of robustness for weighted ecological networks
ecology,536128,2019/01/31,4,"Water quality assessments and metagenomic analysis of the polluted river Apatlaco, Mexico"
ecology,536656,2019/01/31,3,Molecular dating for phylogenies containing a mix of populations and species
ecology,536144,2019/01/31,6,Variation in space and time: a long-term examination of density-dependent dispersal in a woodland rodent
ecology,536268,2019/01/31,7,A novel mesocosm set-up reveals strong methane emission reduction in submerged peat moss Sphagnum cuspidatum by tightly associated methanotrophs.
ecology,324632,2019/01/30,3,The evolution of stage-specific virulence: differential selection of parasites in juveniles
ecology,285080,2019/01/30,6,An empirical test of the role of small-scale transmission in large-scale disease dynamics
ecology,535195,2019/01/30,2,Predator-prey nutrient competition undermines predator coexistence
ecology,535591,2019/01/30,8,The genetic structure of the European black pine (Pinus nigra Arnold) is shaped by its recent Holocene demographic history.
ecology,450551,2019/01/29,3,Prediction of Algal Blooms in the Great Lakes through a Convolution Neural Network of Remote Sensing Data
ecology,422915,2019/01/29,3,Eco-evolutionary processes underlying early warning signals of population declines
ecology,061846,2016/07/02,13,Ecosystem Composition Controls the Early Fate of Rare Earth Elements during Incipient Soil Genesis
ecology,061143,2016/06/29,4,"Compensatory responses by managers, commercial and recreational harvesters to variation in stock abundance of Lake Erie walleye (Sander vitreus vitreus)"
ecology,060400,2016/06/23,4,"Optimal inventorying and monitoring of taxon, phylogenetic and functional diversity"
ecology,056309,2016/06/23,4,Significant competitive dominance in mid-latitude European plant communities
ecology,059915,2016/06/22,2,DECONTEXTUALIZING BIG DATA FOR A BETTER PERCEPTION OF MACROECOLOGY
ecology,059923,2016/06/20,6,A temperature-dependent shift in dietary preference alters the viable temperature range of Drosophila
ecology,059907,2016/06/20,2,The importance of litter quality for the role of arbuscular mycorrhizal fungi in plant litter decomposition
ecology,059444,2016/06/18,6,Higher stress and immunity responses are associated with higher mortality in reef-building coral exposed to a bacterial challenge
ecology,053082,2016/06/17,16,Parasites and invasions: changes in gastrointestinal helminth assemblages in invasive and native rodents in Senegal.
ecology,057117,2016/06/16,8,"Large shifts among eukaryotes, bacteria, and archaea define the vertical organization of a lake sediment"
ecology,528935,2019/01/23,2,Temporal changes in species composition affect a ubiquitous species views of patch quality
ecology,528950,2019/01/23,3,Behavior influences range limits and patterns of coexistence across an elevational gradient in tropical bird diversity
ecology,525881,2019/01/23,4,Trophic complexity alters the diversity-multifunctionality relationship in experimental grassland mesocosms
ecology,394486,2019/01/22,3,"Geography, not food availability, reflects compositional differences in the bacterial communities associated with larval sea urchins"
ecology,270744,2019/01/22,5,Towards a human ecology of olfaction in the built environment
ecology,526764,2019/01/22,3,Maximum entropy models elucidate the contribution of metabolic traits to patterns of community assembly
ecology,527010,2019/01/22,7,Antarctica's wilderness has declined to the exclusion of biodiversity
ecology,527028,2019/01/22,3,Transmission bias's fundamental role in biodiversity change
ecology,526251,2019/01/22,9,Mismatches between niches and geographic ranges of plants depend on life history traits
ecology,525568,2019/01/21,6,Differential effects of emerging broad-spectrum streetlight technologies on landscape-scale bat activity
ecology,316604,2018/05/13,3,Flow regulation associated with decreased genetic health of a river-breeding frog species
ecology,320572,2018/05/11,4,Tannin evolution by niche construction: a spatial stoichiometric model
ecology,319566,2018/05/11,8,Global biogeographical regions of freshwater fishes
ecology,235770,2018/05/11,7,"Without quality presence-absence data, discrimination metrics such as TSS can be misleading measures of model performance"
ecology,248567,2018/05/11,7,Risk Factors for Fouling Biomass: Evidence from Small Vessels in Australia
ecology,204990,2018/05/10,4,Riparian reserves in oil palm plantations may provide movement corridors for invertebrates
ecology,318691,2018/05/09,3,Testing soil nematode extraction efficiency using different variations of the Baermann funnel method
ecology,279448,2018/05/09,7,Assessing macrophyte seasonal dynamics using dense time series of medium resolution satellite data
ecology,317644,2018/05/08,2,Regulation of trophic architecture across spatial scales in a major river network
ecology,317545,2018/05/08,5,Mixed-cropping systems of different rice cultivars have grain yield and quality advantages over mono-cropping systems
ecology,360271,2018/07/03,4,"Risk of disease spillover from dogs to wild carnivores in Kanha Tiger Reserve, India."
ecology,360693,2018/07/03,15,Gut bacterial diversity and physiological traits of Anastrepha fraterculus Brazilian-1 morphotype males are affected by antibiotic treatment
ecology,356451,2018/07/02,1,Arthropod Abundance Associated with the Natural Resources Conservation Service: Implications for Greater Sage-Grouse Management.
ecology,360511,2018/07/02,5,Growth rate trades off with enzymatic investment in soil filamentous fungi
ecology,235374,2018/07/02,3,Multiple stable states in microbial communities explained by the stable marriage problem
ecology,352708,2018/07/01,3,Citizen science data enhance spatio-temporal extent and resolution of animal population studies
ecology,358481,2018/06/29,13,Microbial coexistence through chemical-mediated interactions
ecology,358960,2018/06/29,4,Categorized analysis of forest ecological values in the China's conversion cropland to forest program
ecology,358572,2018/06/29,10,Nanopore sequencing of long ribosomal DNA amplicons enables portable and simple biodiversity assessments with high phylogenetic resolution across broad taxonomic scale
ecology,358333,2018/06/29,16,Wolbachia pipientis associated to tephritid fruit fly pests: from basic research to applications
ecology,492462,2018/12/10,4,Reserve size and anthropogenic disturbance affect the density of an African leopard (Panthera pardus) meta-population
ecology,490722,2018/12/09,2,The conflict between adaptation and dispersal for maintaining biodiversity in changing environments
ecology,491381,2018/12/09,1,"Integrating hierarchical statistical models and machine learning algorithms for ground-truthing drone images of the vegetation: taxonomy, abundance and population ecological models"
ecology,489096,2018/12/09,2,"Expansion, Exploitation and Extinction: Niche Construction in Ephemeral Landscapes"
ecology,489427,2018/12/08,5,Effect of diapause on cold-resistance in different life-stages of an aphid parasitoid wasp
ecology,490284,2018/12/08,4,"Wolbachia, Cardinium and climate: an analysis of global data"
ecology,356469,2018/12/07,2,Recommendations to address uncertainties in environmental risk assessment using toxicokinetics-toxicodynamics models
ecology,489336,2018/12/07,3,Metacommunity-scale biodiversity regulation and the self-organized emergence of macroecological patterns
ecology,488759,2018/12/06,3,Destabilizing evolutionary and eco-evolutionary feedbacks drive eco-evo cycles in empirical systems
ecology,484055,2018/12/06,10,Soil microbial communities in diverse agroecosystems exposed to glyphosate
ecology,354118,2018/06/22,1,Defending the Undefendable: Male Territorial Behaviour and Mating System in Monogamous Primates
ecology,315846,2018/06/22,3,A computational model of task allocation in social insects: ecology and interactions alone can drive specialisation
ecology,353904,2018/06/22,2,Over 2.5 million COI sequences in GenBank and growing
ecology,353938,2018/06/22,3,Priming of leaf litter decomposition by algae seems of minor importance in natural streams during autumn
ecology,353920,2018/06/22,5,Food web networks shift across a precipitation gradient due to changes in community composition and species interactions.
ecology,352914,2018/06/21,6,Disturbance During Biofilm Community Succession Promotes Cooperation and Diversity
ecology,340430,2018/06/21,4,Ecological Network assembly: how the regional meta web influence local food webs
ecology,209320,2018/06/21,6,Marine cyanolichens from different littoral zones are associated with distinct bacterial communities
ecology,352658,2018/06/21,1,Full life-cycle models from ring-recovery data: estimating fecundity from age ratios at capture
ecology,353060,2018/06/21,6,Spatial distribution of benthic macrofauna in the Central Arctic Ocean
ecology,171579,2017/08/02,4,Correlated seed failure as an environmental veto to synchronize reproduction of masting plants
ecology,170423,2017/07/31,3,Opposing effects of floral visitors and soil conditions on the determinants of competitive outcomes maintain species diversity in heterogeneous landscapes
ecology,170563,2017/07/31,4,Population turnover reverses classic island biogeography predictions in river-like landscapes
ecology,169540,2017/07/29,3,Restoration of Eastern oyster populations with positive density dependence
ecology,169938,2017/07/28,7,Anticipating complexity in the deployment of gene drive insects in agriculture
ecology,168021,2017/07/25,4,A cross-validation-based approach for delimiting reliable home range estimates
ecology,167833,2017/07/25,5,Sonic Kayaks: Environmental monitoring and experimental music by citizens
ecology,167973,2017/07/24,4,Metabolism constrains bird and mammal ranges and predicts shifts in response to climate change
ecology,167387,2017/07/24,9,Estimating Muricid abundances from trapping methods used in Mediterranean Tyrian Purple industry
ecology,160986,2017/07/24,2,Coexistence of complete competitors with fitness inequality
ecology,252510,2018/01/30,2,"Alien leaf beetles of European Russia: native ranges, invasion history, biology and vectors of dispersal"
ecology,256404,2018/01/30,4,Durability of environment-recruitment relationships in aquatic ecosystems: insights from long-term monitoring in a highly modified estuary and implications for management
ecology,164863,2018/01/28,2,Estimating encounter rates as the first step of sexual selection in the lizard Anolis sagrei
ecology,224766,2018/01/26,9,Integrating animal movement with habitat suitability for estimating dynamic landscape connectivity
ecology,035071,2018/01/26,6,Detecting host-parasitoid interactions in an invasive Lepidopteran using nested tagging DNA-metabarcoding
ecology,192468,2018/01/25,4,R2ucare: An R package to perform goodness-of-fit tests for capture-recapture models
ecology,254169,2018/01/25,10,Reduced-nutrient leachates in cash cover crop-soybean systems
ecology,252999,2018/01/24,13,Vascular plants are strong predictors of multi-taxon species richness
ecology,213066,2018/01/24,8,DNA methylation regulates transcriptional homeostasis of algal endosymbiosis in the coral model Aiptasia
ecology,195594,2018/01/24,4,Ecosystem functional response across precipitation extremes in a sagebrush steppe
ecology,430504,2018/09/29,1,Plants maximize competition while minimizing competitors belowground: a theoretical analysis of incentives for root competition in space
ecology,430082,2018/09/29,4,Size-based ecological interactions drive food web responses to climate warming
ecology,430330,2018/09/29,5,Is there a BMAA transfer in the pelagic and benthic food webs in the Baltic Sea?
ecology,273557,2018/09/29,4,How optimal foragers should respond to habitat changes? On the consequences of habitat conversion.
ecology,429100,2018/09/28,3,The impact of spatial and temporal dimensions of disturbances on ecosystem stability
ecology,429019,2018/09/27,6,Prioritize diversity or declining species? Trade-offs and synergies in spatial planning for the conservation of migratory birds
ecology,429506,2018/09/27,3,Bet-hedging strategies in expanding populations
ecology,426569,2018/09/27,9,Reduced-representation bisulfite sequencing finds novel epigenome-wide response to oil pollution in the foundation plant Spartina alterniflora
ecology,429084,2018/09/27,7,Invasive aliens threatened with native extinction: examining best practice for species translocations under climate change
ecology,429290,2018/09/27,3,Glucosinolates promote initial population establishment of feral oilseed rape
ecology,184382,2018/07/13,5,Floral herbivory does not reduce pollination-mediated fitness in shelter rewarding Royal Irises
ecology,176065,2018/07/13,10,"Accuracy, limitations and cost-efficiency of eDNA-based community survey in tropical frogs"
ecology,359125,2018/07/13,4,Evaluation of habitat protection under the European Natura 2000 conservation network - the example for Germany
ecology,368951,2018/07/13,1,A fish rots from the head down: how to use the leading digits of ecological data to detect their falsification.
ecology,367961,2018/07/13,2,Integrating global patterns and drivers of tree diversity across a continuum of spatial grains
ecology,368068,2018/07/13,4,"Dispersal-dependent juvenile survival in a sexually dimorphic long-lived bird, the Greater Flamingo Phoenicopterus roseus"
ecology,367425,2018/07/11,15,A molecular phylogeny of bedbugs elucidates the evolution of host associations and sex-reversal of reproductive trait diversification
ecology,364372,2018/07/10,3,Determinants of invasive species policy: print media and agriculture determine United States invasive wild pig policy
ecology,366815,2018/07/10,2,Towards a pragmatic use of statistics in ecology
ecology,366286,2018/07/10,20,Discontinuities in quinoa biodiversity in the dry Andes: an 18-century perspective based on allelic genotyping
ecology,186775,2017/09/10,2,"The widespread misconception about the Japanese major biogeographic boundary, the Watase line (Tokara gap), revealed by bibliographic and beta diversity analyses"
ecology,186452,2017/09/09,5,DNA metabarcoding potentially reveals multi-assemblage eutrophication responses in an eastern North American river
ecology,186254,2017/09/08,3,"Invasion triple trouble: Environmental fluctuations, fluctuation-adapted invaders and fluctuation-mal-adapted communities all govern invasion success"
ecology,185785,2017/09/07,3,Modeling Marek's disease virus transmission: a framework for evaluating the impact of farming practices and evolution on disease
ecology,184036,2017/09/05,6,Exploring population responses to environmental change when there's never enough data; a factor analytic approach
ecology,183343,2017/08/31,1,Conserving amphibians in the face of land development: integrating field experiments as a planning tool
ecology,183442,2017/08/31,3,Functional traits and community composition: multilevel models outperform community-weighted means
ecology,182915,2017/08/31,5,"Water relations of Calycanthus flowers: hydraulic conductance, capacitance, and embolism resistance"
ecology,182790,2017/08/30,7,Geographic variation in sleep and metabolic function is associated with latitude and temperature
ecology,182352,2017/08/29,4,"Demographic consequences of invasion by a native, controphic competitor to an insular bird population"
ecology,189829,2017/09/21,1,Post-fire Quercus alba fitness in a stressed plant community
ecology,120519,2017/09/19,5,Using Mobile Phones As Acoustic Sensors For High-Throughput Mosquito Surveillance
ecology,113274,2017/09/19,6,"Despite reproductive interference, the net outcome of reproductive interactions among spider mite species is not necessarily costly"
ecology,105908,2017/09/18,7,Immune Loss as a Driver of Coexistence During Host-Phage Coevolution
ecology,190413,2017/09/18,5,Symbiodinium functional diversity and clade specificity under global change stressors
ecology,103598,2017/09/17,4,"Fine-scale landscape genomics helps explain the slow spread of Wolbachia through the Aedes aegypti population in Cairns, Australia"
ecology,189837,2017/09/16,1,"Generalised Complementarity Analysis: identifying the most precious places for the conservation of Species, Functional and Phylogenetic Diversity"
ecology,188151,2017/09/15,2,The cost of heat waves and droughts for global crop production
ecology,070250,2017/09/15,2,Multidimensionality of plant defenses and herbivore niches: implications for eco-evolutionary dynamics
ecology,188813,2017/09/14,3,Biological communities as interacting compartments: thermodynamic properties and diversity indices
ecology,133785,2018/10/16,1,On Model Averaging Partial Regression Coefficients
ecology,444786,2018/10/16,1,Response of Australian pied oystercatchers Haematopus longirostris to increasing abundance of the beach bivalve prey Donax deltoides
ecology,443671,2018/10/16,5,Automatic whale counting in satellite images with deep learning
ecology,361998,2018/10/13,30,Seasonal changes in diet and toxicity in the Climbing Mantella frog (Mantella laevigata)
ecology,442467,2018/10/13,4,The geometry of habitat fragmentation: effects of distribution patterns on short-term species persistence
ecology,441543,2018/10/13,4,"Sample-based regulatory intervention for managing risk within heterogeneous populations, with phytosanitary inspection of mixed consignments as a case study"
ecology,441873,2018/10/13,6,Anthropogenic remediation of heavy metals selects against natural microbial remediation
ecology,441535,2018/10/13,3,Omnivory does not preclude strong trophic cascades
ecology,433664,2018/10/13,3,A 117 year retrospective analysis of Pennsylvania tick community dynamics
ecology,442335,2018/10/13,7,Indirect effects on fitness between individuals that have never met via an extended phenotype
ecology,115048,2017/03/08,4,How ecosystems recover from pulse perturbations: A theory of short- to long-term responses
ecology,114512,2017/03/07,7,Dramatic differences in gut bacterial densities help to explain the relationship between diet and habitat in rainforest ants
ecology,113308,2017/03/06,3,A climosequence of chronosequences in southwestern Australia
ecology,114306,2017/03/06,3,"Effects of Social Organization, Trap Arrangement and Density, Sampling Scale, and Population Density on Bias in Population Size Estimation Using Some Common Mark-Recapture Estimators"
ecology,113944,2017/03/04,4,Combining molecular gut content analysis and functional response models shows how body size affects prey choice in soil predators
ecology,113571,2017/03/04,6,Nests of red wood ants (Formica rufa-group) are positively associated with tectonic faults: a double-blind test
ecology,108886,2017/03/04,3,Experimental duration and predator satiation levels systematically affect functional response parameters
ecology,113225,2017/03/02,6,Simple rules for an efficient use of Geographic Information Systems in molecular ecology
ecology,112730,2017/03/01,2,Time-delayed biodiversity feedbacks and the sustainability of social-ecological systems.
ecology,112250,2017/02/27,11,Tracing the influence of land-use change on water quality and coral reefs using a Bayesian model
ecology,011072,2014/11/07,3,"Bemovi, software for extracting Behaviour and Morphology from Videos"
ecology,010793,2014/10/28,3,"Settlement, growth and survival of eastern oysters on alternative reef substrates"
ecology,009589,2014/10/27,1,Applying Geospatial Semantic Array Programming for a Reproducible Set of Bioclimatic Indices in Europe
ecology,010520,2014/10/20,3,Effect sizes and standardization in neighborhood models of forest stands
ecology,010181,2014/10/09,3,"Pollinators, pests and soil properties interactively shape oilseed rape yield"
ecology,009597,2014/10/06,1,Predicting Future Forest Ranges Using Array-based Geospatial Semantic Modelling
ecology,009985,2014/10/03,6,A continuum of specialists and generalists in empirical communities
ecology,009977,2014/10/03,3,Ongoing worldwide homogenization of human pathogens
ecology,001826,2014/10/01,5,Expertly validated models suggest responses to climate change are related to species traits: a phylogenetically-controlled analysis of the Order Lagomorpha
ecology,009753,2014/09/28,3,On Modeling the Macroecology of Baleen Whale Migration
ecology,026583,2015/09/10,3,A Model For Sea Lice (Lepeophtheirus salmonis) Dynamics In A Seasonally Changing Environment)
ecology,026336,2015/09/08,4,"Combining niche modelling, land use-change, and genetic information to assess the conservation status of Pouteria splendens populations in Central Chile"
ecology,025734,2015/09/06,1,Sampling networks of ecological interactions
ecology,025726,2015/08/29,3,Phylogenetic community structure metrics and null models: a review with new methods and software
ecology,018952,2015/08/27,3,"Invasive plants as novel food resources, the pollinators' perspective"
ecology,025486,2015/08/27,2,Resurrection of the island rule – human-driven extinctions have obscured a basic evolutionary pattern
ecology,025544,2015/08/26,14,Re-examining the relationship between virus and microbial cell abundances in the global oceans
ecology,025361,2015/08/25,2,Leaf traits drive differences in biomass partitioning among major plant functional types
ecology,016485,2015/08/20,6,The structure of probabilistic networks
ecology,024315,2015/08/10,6,A common framework for identifying linkage rules across different types of interactions
ecology,032318,2015/11/20,3,Data on the frequency of non-reproductive adults in a cross-cultural sample of small-scale human societies
ecology,025569,2015/11/19,4,Multivariate State Hidden Markov Models for Mark-Recapture Data
ecology,031476,2015/11/16,3,Species sorting along a subsidy gradient alters community stability
ecology,031849,2015/11/15,9,Ant and mite diversity drives toxin variation in the Little Devil poison frog
ecology,031161,2015/11/10,5,Dead or gone? Bayesian inference on mortality for the dispersing sex
ecology,030031,2015/10/27,2,Evidence for Increasingly Variable Drought Conditions in the United States Since 1895
ecology,030015,2015/10/27,1,Xylem traits and growth phenology predict growth and mortality response to defoliation in temperate forests
ecology,026575,2015/10/24,11,"Changes in Forest Composition, Stem Density, and Biomass from the Settlement Era (1800s) to Present in the Upper Midwestern United States"
ecology,029777,2015/10/23,5,QPot: An R Package for Stochastic Differential Equation Quasi-Potential Analysis
ecology,029165,2015/10/15,2,Individual-based Integral Projection Models: The role of size-structure on extinction risk and establishment success
ecology,370353,2018/09/27,9,"For comparing phylogenetic diversity among communities, go ahead and use synthesis phylogenies"
ecology,429498,2018/09/27,3,Disentangling unspecific and specific transgenerational immune priming components in host-parasite interactions
ecology,424671,2018/09/27,4,When do shifts in trait dynamics precede population declines?
ecology,429415,2018/09/27,4,Feeding location of aphid prey affects life history traits of a native predator
ecology,229450,2018/09/27,9,fluxweb: a R package to easily estimate energy fluxes in food webs
ecology,418335,2018/09/26,5,On simulating cold stunned turtle strandings on Cape Cod
ecology,426502,2018/09/26,5,The ecological drivers of variation in global language diversity
ecology,426379,2018/09/26,5,Macroscale estimates of species abundance reveal evolutionary drivers of biodiversity
ecology,426940,2018/09/26,2,Spatial ecology of Paraguay′s last remaining Atlantic forest jaguars (Panthera onca): implications for their long-term survival
ecology,427542,2018/09/26,5,Untangling the dynamics of persistence and colonization in microbial communities
ecology,356923,2018/06/27,2,Inter-basin water transfers and the expansion of aquatic invasive species
ecology,357053,2018/06/27,2,Sinking rates and export flux of transparent exopolymer particles (TEPs) in a eutrophic coastal sea: a case study in the Changjiang (Yangtze River) estuary
ecology,356030,2018/06/26,8,Gut segments outweigh the diet in shaping the intestinal microbiome composition in grass carp Ctenopharyngodon idellus
ecology,344184,2018/06/25,2,"Analysing progress of SDG 6 in India: Past, Present, and Future"
ecology,354357,2018/06/25,2,Measuring tolerance to a major fungal pathogen in elite wheat cultivars
ecology,353623,2018/06/22,1,"Using fuzzy sets to deal with uncertainty in single-species, single-season occupancy models."
ecology,353516,2018/06/22,3,A Continuous-Time Semi-Markov Model for Animal Movement in a Dynamic Environment
ecology,353722,2018/06/22,2,Evaluating Cost-Effective Methods for Rapid and Repeatable National Scale Detection and Mapping of Invasive Species Spread
ecology,354282,2018/06/22,3,A shared limiting resource leads to competitive exclusion in a cross-feeding system
ecology,354175,2018/06/22,3,Disease transmission mode has little effect on simulated canine rabies elimination
ecology,278390,2018/11/16,5,Assessing the Relation between the Spatiotemporal Microhabitat Heterogeneity and the Dispersion Patterns of Two Syntopic Small Mammals in a Midlatitude Temperate Forest
ecology,432518,2018/11/16,3,Male and female bees show large differences in floral preference
ecology,230409,2018/11/15,5,Assembly-free and alignment-free sample identification using genome skims
ecology,468488,2018/11/15,6,Habitat fragmentation compromises the population dynamic of the globally near-threatened Straight-billed Reedhaunter (Limnoctites rectirostris)
ecology,343715,2018/11/15,13,Natural Wolbachia infections are common in the major malaria vectors in Central Africa
ecology,392449,2018/11/15,5,Estimating parameters from multiple time series of population dynamics using Bayesian inference
ecology,469395,2018/11/14,6,A transcriptional cycle suited to daytime N2 fixation in the unicellular cyanobacterium Candidatus Atelocyanobacterium thalassa (UCYN-A)
ecology,470575,2018/11/14,3,Modeling the impact of ex-nido transmitted parasites on ant colony dynamics
ecology,469486,2018/11/14,4,Spatial trophic cascades in communities connected by dispersal and foraging
ecology,468165,2018/11/12,4,Predictability of intraspecific size variation in extant planktonic foraminifera
ecology,481176,2018/11/29,3,Habitat loss-induced tipping points in metapopulations with facilitation
ecology,362475,2018/11/29,3,"Impacts of landscape composition, marginality of distribution, soil fertility, and climatic stability on the patterns of woody plant endemism in the Cerrado"
ecology,472597,2018/11/29,8,Reproduction has different costs for immunity and parasitism in a wild mammal
ecology,478610,2018/11/29,6,An agent-based framework for improving wildlife disease surveillance: A case study of chronic wasting disease in Missouri white-tailed deer.
ecology,483073,2018/11/29,5,The fine-scale landscape of immunity and parasitism in a wild ungulate population
ecology,483222,2018/11/29,9,Habitat-Net: Segmentation of habitat images using deep learning
ecology,482984,2018/11/29,7,Seedling leaves allocate lower fractions of nitrogen to photosynthetic apparatus in nitrogen fixing trees (Dalbergia odorifera and Erythrophleum fordii) than in non-nitrogen fixing trees (Betula alnoides and Castanopsis hystrix) in subtropical China
ecology,482968,2018/11/29,7,Prevalence of the fungal pathogen Batrachochytrium dendrobatidis in amphibians of Costa Rica predated first-known epizootic
ecology,475038,2018/11/29,11,Does the leaf economic spectrum hold within plant functional types? A Bayesian multivariate trait meta-analysis
ecology,480335,2018/11/29,10,Assessing metacommunity processes through signatures in spatiotemporal turnover of community composition
ecology,028894,2015/10/13,2,"Declining relative humidity in the Thompson River Valley near Kamloops, British Columbia, Canada: 1990-2012"
ecology,021402,2015/10/09,9,Synthetic datasets and community tools for the rapid testing of ecological hypotheses
ecology,028597,2015/10/08,4,Insights into the phenology of migration and survival of a long migrant land bird
ecology,028662,2015/10/08,5,Within and among-population variation in vital rates and population dynamics in a variable environment
ecology,028423,2015/10/05,1,Aquatic insects of a lowland rainforest in Papua New Guinea: assemblage structure in relation to habitat type
ecology,027821,2015/09/29,23,COMADRE: a global database of animal demography
ecology,027110,2015/09/28,3,Elevating the status of code in ecology
ecology,027169,2015/09/18,3,Simultaneous enhancement of multiple stability properties using two-parameter control methods in Drosophila melanogaster
ecology,018937,2015/09/15,6,Size Structures Sensory Hierarchy in Ocean Life
ecology,026716,2015/09/13,2,Prioritization of sites for plant species restoration in the Chilean Biodiversity Hotspot: A spatial multi-criteria decision analysis approach
ecology,000893,2013/11/25,9,"The Effectiveness of China’s National Forest Protection Program and National-level Nature Reserves, 2000 to 2010: PREPRINT"
ecology,000711,2013/11/19,3,Sap flow through petioles and petiolules reveals leaf-level responses to light and vapor pressure deficit in the tropical tree Tabebuia rosea (Bignoniaceae)
ecology,000364,2013/11/14,1,Sampling principles for biodiversity study
ecology,408096,2019/01/20,3,A review of the relation between species traits and extinction risk
ecology,524363,2019/01/20,3,Neither global nor consistent: a technical comment on the tree diversity-productivity analysis of Liang et al. (2016)
ecology,523480,2019/01/19,5,Understanding the variation in wood densities of trees and its implications for carbon assessments
ecology,524546,2019/01/18,7,Risks to pollinators from different land-use transitions: bee species' responses to agricultural expansion show strong phylogenetic signal
ecology,518407,2019/01/18,5,Accounting for imperfect detection in species with sessile life cycle stages: a case study of bumble bee colonies
ecology,524181,2019/01/18,3,Landscape-scale simulations as a tool in multi-criteria decision making for agri-environment schemes
ecology,519546,2019/01/18,11,Dominant coral bacterium Endozoicomonas acroporae metabolizes DMSP
ecology,296897,2019/01/18,5,Viral Invasion Fitness Across a Continuum from Lysis to Latency
ecology,139766,2019/01/18,4,Hellbender Salamanders (Cryptobranchus alleganiensis) Exhibit An Ontogenetic Shift In Microhabitat Use In A Blue Ridge Physiographic Region Stream
ecology,524264,2019/01/18,7,Metabolic rates of prokaryotic microbes may inevitably rise with global warming
ecology,442632,2018/10/13,2,Tropical arboreal ants form dominance hierarchies over nesting resources in agroecosystems
ecology,441501,2018/10/13,1,Predicted asymmetrical effects of warming on nocturnal and diurnal ectotherms
ecology,442483,2018/10/13,6,Entomopathogenic nematodes increase predation success by inducing specific cadaver volatiles that attract healthy herbivores
ecology,440172,2018/10/11,6,The origin of fungi-culture in termites was associated with a shift to a mycolytic gut bacteria community
ecology,439646,2018/10/11,3,Factors influencing leaf- and root-associated communities of bacteria and fungi across 33 plant orders in a grassland
ecology,437301,2018/10/11,6,First detection of a highly invasive freshwater amphipod (Crangonyx floridanus) in the United Kingdom
ecology,434886,2018/10/11,7,Spatiotemporal patterns of dunlin (Calidris alpina) in continental lakes of the Iberian Peninsula
ecology,439547,2018/10/10,4,Alternative stable states in a model of microbial community limited by multiple essential nutrients
ecology,440180,2018/10/10,5,"Cover crop mixture diversity, biomass productivity, weed suppression, and stability"
ecology,439059,2018/10/10,5,Non-linear changes in modelled terrestrial ecosystems subjected to perturbations
ecology,499236,2018/12/17,5,"Terminal Reproductive Investment, Physiological Trade-offs and Pleiotropic Effects: Their effects produce complex immune/reproductive interactions in the cricket Gryllus texensis"
ecology,499194,2018/12/17,2,Life in coastal pebble sediment: Unique interstitial organism community and selective feeding on meiobenthos by interstitial fishes (Luciogobius: Gobiidae)
ecology,496679,2018/12/17,5,Use of RNA and DNA to Identify Mechanisms of Microbial Community Homogenization
ecology,394346,2018/12/16,7,Boreal marine fauna from the Barents Sea diperse to Arctic Northeast Greenland
ecology,494757,2018/12/14,2,Intraspecific variation promotes trait clustering and species coexistence through higher-order interactions.
ecology,462986,2018/12/14,3,Decades of native bee biodiversity surveys at Pinnacles National Park highlight the importance of monitoring natural areas over time
ecology,410126,2018/12/13,7,A framework for disentangling ecological mechanisms underlying the island species-area relationship
ecology,496547,2018/12/13,3,Spatiophylogenetic modelling of extinction risk reveals evolutionary distinctiveness and brief flowering period as risk factors in a diverse hotspot plant genus
ecology,495481,2018/12/13,16,Biophysical and physiological causes of coral reef microbialization
ecology,495671,2018/12/13,3,Sustainability of spatially distributed bacteria-phage systems
ecology,187179,2018/07/31,5,Loss of generalist plant species and functional diversity decreases the robustness of a seed dispersal network
ecology,358002,2018/07/30,6,Universal metabolic constraints on the thermal tolerance of marine phytoplankton
ecology,379933,2018/07/30,3,Frugivory and seed dispersal by chelonians: A review and synthesis
ecology,379743,2018/07/30,4,Bangers and cash: Baiting efficiency in a heterogeneous population.
ecology,380170,2018/07/30,5,"Decreased snow cover stimulates under ice primary producers, but impairs methanotrophic capacity"
ecology,380352,2018/07/30,8,Management performance mapping: the value of information for regional prioritization of project interventions
ecology,379776,2018/07/29,5,Non-heritable variation in individual fitness adds stability to neutral theories in ecology and evolution
ecology,378596,2018/07/28,6,"Hitchhiking, collapse and contingency in phage infections of migrating bacterial populations"
ecology,378570,2018/07/28,5,"Climate, human influence, and the distribution limits of the invasive European earwig, Forficula auricularia, in Australia"
ecology,312322,2018/07/28,8,Hotspot mutations and ColE1 plasmids contribute to the fitness of Salmonella Heidelberg in poultry litter
ecology,460204,2018/12/11,8,Characterization of Pacific oyster (Crassostrea gigas) proteomic response to natural environmental differences
ecology,344796,2018/12/11,3,Estimating the benefit of quarantine: eradicating invasive cane toads from islands
ecology,493973,2018/12/11,1,Investigation of the spatial heterogeneity of soil microbial biomass carbon and nitrogen under long-term fertilizations in fluvo-aquic soil
